date,pair,target,prediction
2015-05-25,Kenya Airways Plc_Car and General (K) Ltd,2.271354730368655,2.2435836399747813
2015-05-26,Kenya Airways Plc_Car and General (K) Ltd,2.271354730368655,2.2516682824486596
2015-05-27,Kenya Airways Plc_Car and General (K) Ltd,2.278372303027301,2.2492285841015716
2015-05-28,Kenya Airways Plc_Car and General (K) Ltd,2.2559181244687525,2.2513564620239115
2015-05-29,Kenya Airways Plc_Car and General (K) Ltd,2.2559181244687525,2.252267664444807
2015-06-02,Kenya Airways Plc_Car and General (K) Ltd,2.2488006566998884,2.2536531756396885
2015-06-03,Kenya Airways Plc_Car and General (K) Ltd,2.2488006566998884,2.2476698985519388
2015-06-04,Kenya Airways Plc_Car and General (K) Ltd,2.2488006566998884,2.246139201212781
2015-06-05,Kenya Airways Plc_Car and General (K) Ltd,2.234411919247789,2.2472561808976397
2015-06-08,Kenya Airways Plc_Car and General (K) Ltd,2.1746926845461667,2.244064059860501
2015-06-09,Kenya Airways Plc_Car and General (K) Ltd,2.143440141042062,2.244940163077815
2015-06-10,Kenya Airways Plc_Car and General (K) Ltd,2.119342589463002,2.2495851524305395
2015-06-11,Kenya Airways Plc_Car and General (K) Ltd,2.0946499768726303,2.254544737948684
2015-06-12,Kenya Airways Plc_Car and General (K) Ltd,2.149862645643403,2.260075488035103
2015-06-15,Kenya Airways Plc_Car and General (K) Ltd,2.2183304449208636,2.266360004622497
2015-05-25,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0116405186694477,1.9670379309892445
2015-05-26,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0116405186694477,1.954330066242457
2015-05-27,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0084094980880014,1.944166484302783
2015-05-28,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9442437054652117
2015-05-29,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9475036057013986
2015-06-02,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9475036057013986
2015-06-03,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0182606983109683,1.948215122337766
2015-06-04,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0182606983109683,1.9463505165625152
2015-06-05,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9479615230065535
2015-06-08,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0182606983109683,1.9479615230065535
2015-06-09,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9628286722367856
2015-06-10,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9693495935615144
2015-06-11,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0215233439457845,1.9693495935615144
2015-06-12,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.021734212396292,1.9873335173882802
2015-06-15,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.024996858031108,2.0006456429241393
2015-05-25,Bamburi Cement Ltd_KCB Group Plc,1.3244530094986948,1.3319187561047316
2015-05-26,Bamburi Cement Ltd_KCB Group Plc,1.3530154260977958,1.3313803428927935
2015-05-27,Bamburi Cement Ltd_KCB Group Plc,1.3566809714506785,1.330714203428287
2015-05-28,Bamburi Cement Ltd_KCB Group Plc,1.3782686458735545,1.3325386864495732
2015-05-29,Bamburi Cement Ltd_KCB Group Plc,1.3625598847030473,1.353772372964193
2015-06-02,Bamburi Cement Ltd_KCB Group Plc,1.3471219777795493,1.3462958951759398
2015-06-03,Bamburi Cement Ltd_KCB Group Plc,1.3319457429322101,1.3392820271004007
2015-06-04,Bamburi Cement Ltd_KCB Group Plc,1.3395017069310726,1.331693647427205
2015-06-05,Bamburi Cement Ltd_KCB Group Plc,1.3402960127091497,1.3326088664253724
2015-06-08,Bamburi Cement Ltd_KCB Group Plc,1.3471219777795493,1.3328627554669357
2015-06-09,Bamburi Cement Ltd_KCB Group Plc,1.3606356969462725,1.4010450308943974
2015-06-10,Bamburi Cement Ltd_KCB Group Plc,1.3750103667955753,1.3717305692358985
2015-06-11,Bamburi Cement Ltd_KCB Group Plc,1.3750103667955753,1.3846798256081547
2015-06-12,Bamburi Cement Ltd_KCB Group Plc,1.3827625920205668,1.4162307850634677
2015-06-15,Bamburi Cement Ltd_KCB Group Plc,1.3905825231263598,1.4196890132735844
2015-06-16,Kenya Airways Plc_Car and General (K) Ltd,2.247317981794116,2.175941408891843
2015-06-17,Kenya Airways Plc_Car and General (K) Ltd,2.2458077633700086,2.178614403888308
2015-06-18,Kenya Airways Plc_Car and General (K) Ltd,2.246387777440718,2.18172023919449
2015-06-19,Kenya Airways Plc_Car and General (K) Ltd,2.194715766896397,2.184296049610066
2015-06-22,Kenya Airways Plc_Car and General (K) Ltd,2.2241462665888294,2.1836631643025597
2015-06-23,Kenya Airways Plc_Car and General (K) Ltd,2.2188276804402003,2.181900085905277
2015-06-24,Kenya Airways Plc_Car and General (K) Ltd,2.2097536442609376,2.1762401209701094
2015-06-25,Kenya Airways Plc_Car and General (K) Ltd,2.231894770138151,2.178034929223557
2015-06-26,Kenya Airways Plc_Car and General (K) Ltd,2.2886475867306006,2.178034929223557
2015-06-29,Kenya Airways Plc_Car and General (K) Ltd,2.3023464310887625,2.1937585281974723
2015-06-30,Kenya Airways Plc_Car and General (K) Ltd,2.295520466018363,2.1989145749529118
2015-07-01,Kenya Airways Plc_Car and General (K) Ltd,2.295520466018363,2.2030451619480305
2015-07-02,Kenya Airways Plc_Car and General (K) Ltd,2.3008827006567825,2.2361308241610387
2015-07-03,Kenya Airways Plc_Car and General (K) Ltd,2.287089378524447,2.240119414630788
2015-07-06,Kenya Airways Plc_Car and General (K) Ltd,2.2801207092083535,2.2270368220377486
2015-06-16,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.034721407923103,1.9819149115139982
2015-06-17,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.038259449167093,1.978795629733077
2015-06-18,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.023327375024852,1.979121925366097
2015-06-19,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0201067603248095,1.9819586750613343
2015-06-22,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.038259449167093,1.9912326885433091
2015-06-23,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.030325496391244,1.9884231365516964
2015-06-24,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0201067603248095,1.9865946200125801
2015-06-25,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0201067603248095,1.9895463639327602
2015-06-26,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.016875739743363,1.9921385801972198
2015-06-29,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.023327375024852,1.9921112279741378
2015-06-30,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.010382210432815,1.9884101065579998
2015-07-01,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.010382210432815,1.9845745217199058
2015-07-02,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9912839458087204,1.987944824740695
2015-07-03,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9945572711536896,1.9981769808142797
2015-07-06,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9879998706075304,1.9996122395170701
2015-06-16,Bamburi Cement Ltd_KCB Group Plc,1.398471353191074,1.4070560530246332
2015-06-17,Bamburi Cement Ltd_KCB Group Plc,1.398471353191074,1.3775658341871349
2015-06-18,Bamburi Cement Ltd_KCB Group Plc,1.4051158959097427,1.3764313457615003
2015-06-19,Bamburi Cement Ltd_KCB Group Plc,1.432747615426448,1.377309433173356
2015-06-22,Bamburi Cement Ltd_KCB Group Plc,1.4262329344052538,1.3777482124952245
2015-06-23,Bamburi Cement Ltd_KCB Group Plc,1.4262329344052538,1.3796871901412147
2015-06-24,Bamburi Cement Ltd_KCB Group Plc,1.4211051854510646,1.3795776808930031
2015-06-25,Bamburi Cement Ltd_KCB Group Plc,1.4342632700285756,1.3796690429643932
2015-06-26,Bamburi Cement Ltd_KCB Group Plc,1.4342632700285756,1.3799193780657162
2015-06-29,Bamburi Cement Ltd_KCB Group Plc,1.4488809603811963,1.380479534103685
2015-06-30,Bamburi Cement Ltd_KCB Group Plc,1.4717828609817105,1.3820705714317958
2015-07-01,Bamburi Cement Ltd_KCB Group Plc,1.4717828609817105,1.3845497856837923
2015-07-02,Bamburi Cement Ltd_KCB Group Plc,1.4617843652171039,1.3849147176068441
2015-07-03,Bamburi Cement Ltd_KCB Group Plc,1.469961375657728,1.3852437082692535
2015-07-06,Bamburi Cement Ltd_KCB Group Plc,1.4456510202623556,1.383783362498692
2015-07-07,Kenya Airways Plc_Car and General (K) Ltd,2.2801207092083535,2.271768508063725
2015-07-08,Kenya Airways Plc_Car and General (K) Ltd,2.273103136549707,2.271768508063725
2015-07-09,Kenya Airways Plc_Car and General (K) Ltd,2.255383259625572,2.2716364118657504
2015-07-13,Kenya Airways Plc_Car and General (K) Ltd,2.246848389176997,2.266243173179493
2015-07-14,Kenya Airways Plc_Car and General (K) Ltd,2.2372570047765707,2.2474082765268655
2015-07-15,Kenya Airways Plc_Car and General (K) Ltd,2.2372570047765707,2.2406117606387097
2015-07-16,Kenya Airways Plc_Car and General (K) Ltd,2.2225508573868757,2.2059829716522312
2015-07-17,Kenya Airways Plc_Car and General (K) Ltd,2.2225508573868757,2.202111587409513
2015-07-20,Kenya Airways Plc_Car and General (K) Ltd,2.1848105294040283,2.201900304310907
2015-07-21,Kenya Airways Plc_Car and General (K) Ltd,2.1848105294040283,2.179958026415678
2015-07-22,Kenya Airways Plc_Car and General (K) Ltd,2.196089846152808,2.175244561455179
2015-07-23,Kenya Airways Plc_Car and General (K) Ltd,2.240541608723642,2.177812446364796
2015-07-24,Kenya Airways Plc_Car and General (K) Ltd,2.247761856697129,2.198160690505386
2015-07-27,Kenya Airways Plc_Car and General (K) Ltd,2.2259428093024893,2.204821999388655
2015-07-28,Kenya Airways Plc_Car and General (K) Ltd,2.2259428093024893,2.1890271358281135
2015-07-07,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9945572711536896,2.0004822802387348
2015-07-08,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9978199167885058,2.0017476189467804
2015-07-09,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9995660800774262,2.0029755729276686
2015-07-13,ABSA Bank Kenya Plc_Car and General (K) Ltd,2.0060404736583286,2.0027772423557395
2015-07-14,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9847049747106782,2.0023554706254783
2015-07-15,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9780824339501848,2.0025763820013482
2015-07-16,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9813991865761786,2.003083792776761
2015-07-17,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9747546438575099,1.9982373653604697
2015-07-20,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9780824339501848,1.9727462883295872
2015-07-21,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9714157425919954,1.9729151255299993
2015-07-22,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9292895977273976,1.9729151255299993
2015-07-23,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9467420476786237,1.9729151255299993
2015-07-24,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9363071703860442,1.9901876993844225
2015-07-27,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9432758397021375,1.9922560127131625
2015-07-28,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9257622572094295,1.9875435136951731
2015-07-07,Bamburi Cement Ltd_KCB Group Plc,1.4553534748868135,1.4860120553419602
2015-07-08,Bamburi Cement Ltd_KCB Group Plc,1.4635304853274378,1.4857254055544162
2015-07-09,Bamburi Cement Ltd_KCB Group Plc,1.4373852052231153,1.4857254055544162
2015-07-13,Bamburi Cement Ltd_KCB Group Plc,1.4373852052231153,1.4857254055544162
2015-07-14,Bamburi Cement Ltd_KCB Group Plc,1.458795665454899,1.4857254055544162
2015-07-15,Bamburi Cement Ltd_KCB Group Plc,1.4653103464760933,1.4857254055544162
2015-07-16,Bamburi Cement Ltd_KCB Group Plc,1.4635304853274378,1.4880191897543447
2015-07-17,Bamburi Cement Ltd_KCB Group Plc,1.447250465555387,1.4858771550694194
2015-07-20,Bamburi Cement Ltd_KCB Group Plc,1.447250465555387,1.4795120681666583
2015-07-21,Bamburi Cement Ltd_KCB Group Plc,1.4407779510497698,1.4795120681666583
2015-07-22,Bamburi Cement Ltd_KCB Group Plc,1.4488809603811963,1.4799958177721788
2015-07-23,Bamburi Cement Ltd_KCB Group Plc,1.4570579708218205,1.4794649108731355
2015-07-24,Bamburi Cement Ltd_KCB Group Plc,1.458795665454899,1.4794649108731355
2015-07-27,Bamburi Cement Ltd_KCB Group Plc,1.467124808496386,1.478981161267615
2015-07-28,Bamburi Cement Ltd_KCB Group Plc,1.4946811118807064,1.478981161267615
2015-07-29,Kenya Airways Plc_Car and General (K) Ltd,2.1416016608687385,2.2132149370904166
2015-07-30,Kenya Airways Plc_Car and General (K) Ltd,2.049486371960933,2.1738801088164026
2015-07-31,Kenya Airways Plc_Car and General (K) Ltd,2.004635805795581,2.183450229167275
2015-08-03,Kenya Airways Plc_Car and General (K) Ltd,1.9861167580283434,2.182482634738521
2015-08-04,Kenya Airways Plc_Car and General (K) Ltd,1.9382607368507083,2.1858979987259968
2015-08-05,Kenya Airways Plc_Car and General (K) Ltd,1.95767882270781,2.186124690705462
2015-08-06,Kenya Airways Plc_Car and General (K) Ltd,1.9620922216814158,2.18468342517751
2015-08-07,Kenya Airways Plc_Car and General (K) Ltd,2.005655629527749,2.181757663633308
2015-08-10,Kenya Airways Plc_Car and General (K) Ltd,2.0926670065173787,2.1834614671350097
2015-08-11,Kenya Airways Plc_Car and General (K) Ltd,2.0956236143059384,2.2108801434000767
2015-08-12,Kenya Airways Plc_Car and General (K) Ltd,2.078816495989557,2.2116700481814173
2015-08-13,Kenya Airways Plc_Car and General (K) Ltd,2.0872553646354217,2.213189685231839
2015-08-14,Kenya Airways Plc_Car and General (K) Ltd,2.0956236143059384,2.21397959001318
2015-08-17,Kenya Airways Plc_Car and General (K) Ltd,2.0956236143059384,2.217240888392599
2015-08-18,Kenya Airways Plc_Car and General (K) Ltd,2.111667555090273,2.2183817856242727
2015-07-29,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9397975753258128,1.9299377899554302
2015-07-30,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9186700288999377,1.9273150927958036
2015-07-31,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9222224305043052,1.9279503792860484
2015-08-03,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9292895977273976,1.9293512572006295
2015-08-04,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9292895977273976,1.9302858594172987
2015-08-05,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9292895977273976,1.9318557481242125
2015-08-06,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9518768378294902,1.9298683374548304
2015-08-07,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.962281650135072,1.9299377899554302
2015-08-10,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.976074972267408,1.9284542882516176
2015-08-11,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9861267608725686,1.931076985411244
2015-08-12,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9827540763939293,1.9353251882573073
2015-08-13,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9657178892413616,1.9453910778195265
2015-08-14,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.958821310182301,1.9379485303128379
2015-08-17,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.930749291403615,1.9412860565006833
2015-08-18,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9283212977309026,1.97096139592533
2015-07-29,Bamburi Cement Ltd_KCB Group Plc,1.5122380747984665,1.4734678046380427
2015-07-30,Bamburi Cement Ltd_KCB Group Plc,1.5342194479851594,1.4741168026157547
2015-07-31,Bamburi Cement Ltd_KCB Group Plc,1.5523084757419237,1.4662011338916792
2015-08-03,Bamburi Cement Ltd_KCB Group Plc,1.576549143898732,1.4666251167904902
2015-08-04,Bamburi Cement Ltd_KCB Group Plc,1.6088773745094023,1.4682199329489891
2015-08-05,Bamburi Cement Ltd_KCB Group Plc,1.6153498890150195,1.4685197275273056
2015-08-06,Bamburi Cement Ltd_KCB Group Plc,1.5477518429040606,1.419732092043702
2015-08-07,Bamburi Cement Ltd_KCB Group Plc,1.5432182817237017,1.419732092043702
2015-08-10,Bamburi Cement Ltd_KCB Group Plc,1.5432182817237017,1.419732092043702
2015-08-11,Bamburi Cement Ltd_KCB Group Plc,1.5568884162660148,1.4180072885117627
2015-08-12,Bamburi Cement Ltd_KCB Group Plc,1.5661191827659167,1.4176399192177767
2015-08-13,Bamburi Cement Ltd_KCB Group Plc,1.5866187688009226,1.4176399192177767
2015-08-14,Bamburi Cement Ltd_KCB Group Plc,1.5848712067915685,1.4176399192177767
2015-08-17,Bamburi Cement Ltd_KCB Group Plc,1.5831065444448909,1.4176399192177767
2015-08-18,Bamburi Cement Ltd_KCB Group Plc,1.605670049654301,1.4176399192177767
2015-08-19,Kenya Airways Plc_Car and General (K) Ltd,2.0951382531390625,2.0886352272152906
2015-08-20,Kenya Airways Plc_Car and General (K) Ltd,2.108186385493961,2.0882767157498363
2015-08-21,Kenya Airways Plc_Car and General (K) Ltd,2.0916570835427506,2.0882767157498363
2015-08-24,Kenya Airways Plc_Car and General (K) Ltd,2.083288833872234,2.087741089432129
2015-08-25,Kenya Airways Plc_Car and General (K) Ltd,2.0663392755584606,2.0814613674943194
2015-08-26,Kenya Airways Plc_Car and General (K) Ltd,2.031553159473045,2.0761980215058484
2015-08-27,Kenya Airways Plc_Car and General (K) Ltd,2.0403637891552,2.0725460713418125
2015-08-28,Kenya Airways Plc_Car and General (K) Ltd,2.031553159473045,2.070844555893737
2015-08-31,Kenya Airways Plc_Car and General (K) Ltd,2.0294948785482787,2.070844555893737
2015-09-01,Kenya Airways Plc_Car and General (K) Ltd,2.0294948785482787,2.071218897260486
2015-09-02,Kenya Airways Plc_Car and General (K) Ltd,2.0294948785482787,2.071218897260486
2015-09-03,Kenya Airways Plc_Car and General (K) Ltd,2.0206059311310325,2.071218897260486
2015-09-04,Kenya Airways Plc_Car and General (K) Ltd,2.0294948785482787,2.071218897260486
2015-09-07,Kenya Airways Plc_Car and General (K) Ltd,2.081230552947467,2.071218897260486
2015-09-08,Kenya Airways Plc_Car and General (K) Ltd,2.0642809946336937,2.079297324071455
2015-08-19,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9247434763830187,1.9429178159348615
2015-08-20,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9257046578752395,1.9494537545272212
2015-08-21,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.9257046578752395,1.9515023007546772
2015-08-24,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.903805972567602,1.9513842453095125
2015-08-25,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8738411838656652,1.9503094203156808
2015-08-26,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8507632365831206,1.950555609326576
2015-08-27,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8507632365831206,1.9439303184163554
2015-08-28,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8623687827034285,1.9392356787062466
2015-08-31,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8633372197193017,1.9369139382376204
2015-09-01,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8633372197193017,1.9357940946464913
2015-09-02,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8748536617808609,1.9358370920794823
2015-09-03,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.867190789035292,1.9358249122361184
2015-09-04,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.867190789035292,1.936901721126892
2015-09-07,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.855585242914984,1.9366370266221429
2015-09-08,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8633372197193017,1.93664837462217
2015-08-19,Bamburi Cement Ltd_KCB Group Plc,1.605670049654301,1.5791978174827372
2015-08-20,Bamburi Cement Ltd_KCB Group Plc,1.602362693488208,1.5791978174827372
2015-08-21,Bamburi Cement Ltd_KCB Group Plc,1.6186630065588745,1.5791978174827372
2015-08-24,Bamburi Cement Ltd_KCB Group Plc,1.6335449517009444,1.5791978174827372
2015-08-25,Bamburi Cement Ltd_KCB Group Plc,1.6458393377396727,1.5791978174827372
2015-08-26,Bamburi Cement Ltd_KCB Group Plc,1.6757352215889467,1.5791978174827372
2015-08-27,Bamburi Cement Ltd_KCB Group Plc,1.653780308300635,1.580560810027926
2015-08-28,Bamburi Cement Ltd_KCB Group Plc,1.6486784345526582,1.580560810027926
2015-08-31,Bamburi Cement Ltd_KCB Group Plc,1.6868996473728552,1.5796389797630872
2015-09-01,Bamburi Cement Ltd_KCB Group Plc,1.7033631818778594,1.580560810027926
2015-09-02,Bamburi Cement Ltd_KCB Group Plc,1.717671306039609,1.580560810027926
2015-09-03,Bamburi Cement Ltd_KCB Group Plc,1.7095979793307907,1.580560810027926
2015-09-04,Bamburi Cement Ltd_KCB Group Plc,1.7028702085379739,1.5795865272079528
2015-09-07,Bamburi Cement Ltd_KCB Group Plc,1.6980433697853163,1.580560810027926
2015-09-08,Bamburi Cement Ltd_KCB Group Plc,1.7077232091460348,1.580560810027926
2015-09-09,Kenya Airways Plc_Car and General (K) Ltd,2.0556972509423024,2.0646620177285953
2015-09-10,Kenya Airways Plc_Car and General (K) Ltd,2.047039188199188,2.0612555979343927
2015-09-11,Kenya Airways Plc_Car and General (K) Ltd,2.0355196902362334,2.0565317943406387
2015-09-14,Kenya Airways Plc_Car and General (K) Ltd,2.0176620728362265,2.0420485174792145
2015-09-15,Kenya Airways Plc_Car and General (K) Ltd,2.002587425628354,2.053358383035581
2015-09-16,Kenya Airways Plc_Car and General (K) Ltd,2.031553159473045,2.030842817110045
2015-09-17,Kenya Airways Plc_Car and General (K) Ltd,2.0136955420730387,2.029065725599624
2015-09-18,Kenya Airways Plc_Car and General (K) Ltd,2.022664212055799,2.026046149167924
2015-09-21,Kenya Airways Plc_Car and General (K) Ltd,2.0403637891552,2.0261640340486005
2015-09-22,Kenya Airways Plc_Car and General (K) Ltd,2.0403637891552,2.0283091396319692
2015-09-23,Kenya Airways Plc_Car and General (K) Ltd,2.0403637891552,2.032979007603242
2015-09-24,Kenya Airways Plc_Car and General (K) Ltd,2.031553159473045,2.058236462476047
2015-09-25,Kenya Airways Plc_Car and General (K) Ltd,2.031553159473045,2.064756486668346
2015-09-28,Kenya Airways Plc_Car and General (K) Ltd,2.031553159473045,2.0606435554262212
2015-09-29,Kenya Airways Plc_Car and General (K) Ltd,2.004645706553121,2.0627180181151727
2015-09-09,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8594687429413816,1.8695671723849003
2015-09-10,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.855585242914984,1.8747063423358243
2015-09-11,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8414707069650889,1.879734639231188
2015-09-14,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8414707069650889,1.8799949371158327
2015-09-15,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8633372197193017,1.8801238649703271
2015-09-16,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8585152133874383,1.8801238649703271
2015-09-17,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8546467366095183,1.8792468450499369
2015-09-18,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8623687827034285,1.880047716571748
2015-09-21,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8662075590105942,1.879507142934581
2015-09-22,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8623687827034285,1.8808728163070574
2015-09-23,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8700316554489975,1.8796210371136148
2015-09-24,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8738411838656652,1.8794982808859921
2015-09-25,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8700316554489975,1.8796210371136148
2015-09-28,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8662075590105942,1.881240080591502
2015-09-29,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8738411838656652,1.8818262647670898
2015-09-09,Bamburi Cement Ltd_KCB Group Plc,1.7028702085379739,1.684771373954979
2015-09-10,Bamburi Cement Ltd_KCB Group Plc,1.713588328598433,1.6840391429866668
2015-09-11,Bamburi Cement Ltd_KCB Group Plc,1.708735327990372,1.6840391429866668
2015-09-14,Bamburi Cement Ltd_KCB Group Plc,1.708735327990372,1.6840391429866668
2015-09-15,Bamburi Cement Ltd_KCB Group Plc,1.7039084892377145,1.683606314659614
2015-09-16,Bamburi Cement Ltd_KCB Group Plc,1.710735569777463,1.6840391429866668
2015-09-17,Bamburi Cement Ltd_KCB Group Plc,1.7202770526919515,1.6843385456279263
2015-09-18,Bamburi Cement Ltd_KCB Group Plc,1.745625473942666,1.683606314659614
2015-09-21,Bamburi Cement Ltd_KCB Group Plc,1.7400544288932105,1.683606314659614
2015-09-22,Bamburi Cement Ltd_KCB Group Plc,1.7127045783014534,1.683606314659614
2015-09-23,Bamburi Cement Ltd_KCB Group Plc,1.6986038708149342,1.683606314659614
2015-09-24,Bamburi Cement Ltd_KCB Group Plc,1.6498345287754588,1.683606314659614
2015-09-25,Bamburi Cement Ltd_KCB Group Plc,1.6452545882513676,1.683606314659614
2015-09-28,Bamburi Cement Ltd_KCB Group Plc,1.66839221732294,1.6840391429866668
2015-09-29,Bamburi Cement Ltd_KCB Group Plc,1.6766326024557143,1.683208930328129
2015-09-30,Kenya Airways Plc_Car and General (K) Ltd,2.0136955420730387,2.0209720005970118
2015-10-01,Kenya Airways Plc_Car and General (K) Ltd,2.0136955420730387,2.018514381497713
2015-10-02,Kenya Airways Plc_Car and General (K) Ltd,2.004645706553121,2.0189144668168315
2015-10-05,Kenya Airways Plc_Car and General (K) Ltd,2.004645706553121,2.0188655172493837
2015-10-07,Kenya Airways Plc_Car and General (K) Ltd,1.9862965678849243,2.019628839516351
2015-10-08,Kenya Airways Plc_Car and General (K) Ltd,1.9955132229898482,2.02116935709272
2015-10-09,Kenya Airways Plc_Car and General (K) Ltd,1.9955132229898482,2.017828896477893
2015-10-12,Kenya Airways Plc_Car and General (K) Ltd,1.9862965678849243,2.030074191845202
2015-10-13,Kenya Airways Plc_Car and General (K) Ltd,1.9769941752226106,2.028887562106884
2015-10-14,Kenya Airways Plc_Car and General (K) Ltd,1.9670947294164556,2.0274177375227924
2015-10-15,Kenya Airways Plc_Car and General (K) Ltd,1.9676044348727715,2.027830012699766
2015-10-16,Kenya Airways Plc_Car and General (K) Ltd,1.9748897021033545,2.0281626672523694
2015-10-19,Kenya Airways Plc_Car and General (K) Ltd,1.9748897021033545,2.030499190645914
2015-10-21,Kenya Airways Plc_Car and General (K) Ltd,1.9759715484814158,2.027830012699766
2015-10-22,Kenya Airways Plc_Car and General (K) Ltd,1.9759715484814158,2.027830012699766
2015-09-30,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8662075590105942,1.8727624080154497
2015-10-01,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8662075590105942,1.8726094943252294
2015-10-02,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8585152133874383,1.8726094943252294
2015-10-05,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.8546467366095183,1.869748894703517
